age,workclass,education-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,salary,capital_net,has_capital_activity
62,Government,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
22,Private,10,Single,Skilled-Manual,Child,White,Female,30,US,<=50K,0,0
40,Private,10,Married,Office-Service,Spouse,White,Female,40,US,>50K,7298,1
26,Private,10,Married,Office-Service,Spouse,White,Male,50,US,<=50K,0,0
35,Private,12,Married,Office-Service,Child,Black,Female,36,US,<=50K,0,0
25,Self-employed,9,Single,Office-Service,Other,Asian-Pac-Islander,Female,40,US,<=50K,0,0
46,,11,Married,,Spouse,Black,Female,35,US,>50K,0,0
39,Private,13,Married,Skilled-Manual,Other,White,Male,50,Non-US,>50K,-1564,1
41,Private,10,Married,Skilled-Manual,Spouse,Black,Male,45,US,>50K,0,0
59,Private,13,Married,Skilled-Manual,Spouse,White,Male,40,Non-US,>50K,0,0
38,Private,10,Married,Skilled-Manual,Spouse,White,Male,43,US,<=50K,0,0
33,Private,13,Single,Professional,Other,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
23,Private,12,Married,Office-Service,Spouse,White,Female,40,Non-US,<=50K,0,0
67,Self-employed,14,Previously-Married,Professional,Other,White,Male,2,US,>50K,18481,1
60,Private,13,Previously-Married,Professional,Other,White,Female,48,US,>50K,8614,1
39,Self-employed,13,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
32,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,60,US,>50K,-1887,1
39,Private,9,Previously-Married,Professional,Other,White,Female,50,US,<=50K,0,0
29,Private,7,Previously-Married,Skilled-Manual,Other,White,Female,52,US,<=50K,0,0
43,Private,11,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
23,Private,10,Single,Professional,Child,White,Male,25,US,<=50K,0,0
32,Private,13,Married,Office-Service,Spouse,White,Male,45,US,>50K,-1977,1
33,Self-employed,10,Married,Professional,Spouse,White,Female,60,US,>50K,0,0
45,Private,9,Previously-Married,Office-Service,Other,Black,Female,35,US,<=50K,0,0
48,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
43,Government,15,Married,Professional,Spouse,White,Male,45,US,>50K,15024,1
50,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
63,Private,13,Single,Professional,Other,White,Male,40,US,>50K,0,0
55,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,3103,1
22,Private,13,Single,Professional,Child,White,Female,35,US,<=50K,0,0
32,Self-employed,9,Single,Office-Service,Other,White,Male,60,US,<=50K,0,0
27,Private,12,Married,Professional,Spouse,White,Male,55,US,<=50K,0,0
22,Private,13,Single,Office-Service,Child,White,Female,15,US,<=50K,0,0
44,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,68,US,<=50K,0,0
34,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
40,Private,14,Married,Professional,Spouse,White,Female,24,US,>50K,15024,1
53,Self-employed,8,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
58,Private,12,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
55,Self-employed,9,Single,Skilled-Manual,Child,White,Male,35,US,<=50K,0,0
44,Government,11,Single,Skilled-Manual,Other,White,Male,44,US,<=50K,0,0
40,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,30,US,<=50K,0,0
58,Self-employed,14,Married,Professional,Spouse,White,Male,50,US,<=50K,0,0
62,Private,5,Single,Office-Service,Other,Black,Female,22,US,<=50K,1055,1
31,Private,11,Married,Skilled-Manual,Spouse,White,Male,38,US,<=50K,3464,1
31,Private,7,Married,Skilled-Manual,Spouse,White,Male,40,Non-US,<=50K,0,0
30,Private,9,Single,Professional,Other,White,Male,45,US,<=50K,-1876,1
37,Private,9,Previously-Married,Office-Service,Other,White,Female,40,Non-US,<=50K,0,0
38,Government,9,Single,Skilled-Manual,Other,White,Male,40,Non-US,<=50K,-1876,1
58,Government,8,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
28,Private,11,Single,Professional,Other,White,Female,40,US,<=50K,4650,1
46,Private,10,Previously-Married,Professional,Other,White,Female,70,US,<=50K,0,0
34,Private,13,Single,Professional,Other,White,Female,40,US,<=50K,0,0
39,Self-employed,10,Previously-Married,Skilled-Manual,Other,White,Male,99,US,<=50K,0,0
61,Self-employed,10,Previously-Married,Office-Service,Other,White,Female,20,US,<=50K,0,0
30,Self-employed,11,Previously-Married,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
31,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
50,Private,9,Married,Skilled-Manual,Spouse,White,Male,58,US,<=50K,0,0
47,Private,9,Single,Office-Service,Other,White,Male,33,US,<=50K,0,0
46,Private,2,Previously-Married,Office-Service,Other,White,Female,40,Non-US,<=50K,0,0
33,Private,13,Married,Office-Service,Spouse,White,Male,50,US,>50K,7688,1
30,Private,10,Single,Office-Service,Other,White,Female,30,US,<=50K,0,0
43,Government,10,Previously-Married,Specialized,Other,White,Female,40,US,<=50K,0,0
23,Private,10,Single,Skilled-Manual,Child,White,Male,60,US,<=50K,0,0
34,Private,13,Married,Professional,Spouse,White,Male,50,Non-US,>50K,0,0
25,Private,10,Single,Office-Service,Other,White,Male,40,US,<=50K,0,0
50,Private,9,Married,Professional,Spouse,White,Female,40,US,>50K,0,0
44,Private,14,Married,Professional,Spouse,White,Female,24,US,>50K,0,0
26,Private,10,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
35,Private,16,Single,Professional,Other,White,Female,80,US,>50K,0,0
48,Self-employed,9,Previously-Married,Professional,Other,White,Male,15,US,<=50K,0,0
26,Private,9,Single,Skilled-Manual,Other,Black,Male,40,US,<=50K,0,0
41,Government,14,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
33,Private,11,Single,Professional,Other,White,Female,55,US,<=50K,0,0
31,Private,13,Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
24,Government,12,Single,Professional,Child,White,Female,2,US,<=50K,0,0
41,Private,5,Single,Office-Service,Other,White,Female,40,Non-US,<=50K,0,0
38,Government,10,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
24,Private,9,Single,Office-Service,Other,White,Male,40,US,<=50K,0,0
59,,13,Married,,Spouse,White,Male,40,US,<=50K,0,0
67,Private,14,Married,Professional,Other,White,Male,55,US,>50K,0,0
49,Private,6,Previously-Married,Skilled-Manual,Other,Black,Male,40,US,<=50K,0,0
35,Private,11,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
44,Private,10,Married,Professional,Spouse,White,Male,45,US,>50K,0,0
58,,10,Married,,Spouse,White,Male,40,US,>50K,99999,1
22,Private,12,Single,Specialized,Child,White,Male,60,US,<=50K,0,0
21,Government,10,Single,Professional,Child,White,Male,10,US,<=50K,0,0
50,Private,10,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
44,Government,12,Married,Professional,Spouse,White,Male,48,US,<=50K,0,0
36,Government,10,Married,Office-Service,Spouse,Amer-Indian-Eskimo,Male,40,US,<=50K,0,0
30,Government,10,Married,Office-Service,Spouse,White,Male,48,Non-US,>50K,7298,1
35,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,90,US,<=50K,0,0
48,Government,11,Single,Specialized,Other,White,Male,48,US,<=50K,0,0
23,Private,9,Married,Office-Service,Spouse,White,Male,40,US,<=50K,-2377,1
37,Private,14,Single,Office-Service,Other,White,Male,50,US,<=50K,0,0
44,Self-employed,14,Married,Professional,Spouse,White,Male,55,US,>50K,-2415,1
44,Private,9,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,0,0
36,Private,13,Previously-Married,Professional,Other,White,Male,40,US,<=50K,0,0
26,Government,10,Married,Professional,Spouse,White,Male,12,US,<=50K,0,0
31,Self-employed,13,Single,Professional,Other,White,Male,45,US,>50K,0,0
23,,9,Single,,Child,Black,Male,12,Non-US,<=50K,0,0
53,Private,9,Previously-Married,Skilled-Manual,Other,Black,Female,40,US,<=50K,0,0
52,Private,11,Married,Professional,Spouse,White,Male,40,US,<=50K,0,0
55,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,-1887,1
31,Private,6,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
19,,9,Single,,Other,White,Female,16,US,<=50K,0,0
64,,9,Previously-Married,,Other,White,Female,30,US,<=50K,0,0
55,Private,9,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
48,Private,14,Married,Professional,Spouse,White,Male,55,US,>50K,0,0
20,Private,9,Single,Skilled-Manual,Child,White,Female,40,US,<=50K,0,0
50,Government,9,Married,Office-Service,Spouse,White,Female,30,US,>50K,7298,1
45,Self-employed,13,Married,Professional,Spouse,White,Male,51,US,<=50K,0,0
17,Private,6,Single,Skilled-Manual,Other,White,Male,10,Non-US,<=50K,0,0
38,Private,9,Previously-Married,Office-Service,Other,White,Female,25,US,<=50K,0,0
43,Private,9,Previously-Married,Professional,Other,White,Female,40,US,>50K,0,0
22,Private,9,Married,Skilled-Manual,Spouse,White,Male,30,US,<=50K,0,0
63,Private,9,Previously-Married,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
36,Private,13,Married,Professional,Spouse,White,Male,45,US,<=50K,0,0
56,Private,13,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
43,Government,15,Married,Professional,Spouse,Black,Male,40,US,<=50K,0,0
41,Private,13,Married,Professional,Spouse,White,Male,45,US,>50K,0,0
36,Private,13,Previously-Married,Professional,Other,White,Male,45,US,<=50K,0,0
59,Private,16,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
46,Government,12,Married,Professional,Spouse,White,Male,44,US,>50K,0,0
23,Private,13,Single,Professional,Other,White,Female,36,US,<=50K,0,0
46,Self-employed,10,Previously-Married,Professional,Other,White,Male,20,US,<=50K,0,0
53,Private,13,Married,Office-Service,Spouse,White,Male,40,US,>50K,-1902,1
47,Private,9,Single,Skilled-Manual,Other,Amer-Indian-Eskimo,Male,56,Non-US,<=50K,0,0
46,Government,14,Single,Professional,Other,White,Female,40,US,<=50K,0,0
29,Private,9,Married,Skilled-Manual,Spouse,White,Male,30,US,>50K,-1887,1
32,Private,11,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
90,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
63,Private,13,Married,Skilled-Manual,Spouse,White,Male,49,Non-US,<=50K,0,0
23,Private,11,Single,Professional,Child,Asian-Pac-Islander,Male,40,US,<=50K,0,0
76,,13,Married,,Spouse,White,Male,30,US,<=50K,0,0
23,Private,11,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
44,Private,10,Married,Office-Service,Spouse,Other,Female,30,Non-US,>50K,0,0
81,Self-employed,6,Married,Professional,Spouse,White,Female,28,US,<=50K,2936,1
17,Private,6,Single,Office-Service,Child,Black,Female,12,US,<=50K,0,0
58,Government,6,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
45,Private,13,Married,Office-Service,Spouse,White,Male,45,US,>50K,0,0
36,Private,13,Married,Professional,Spouse,Asian-Pac-Islander,Female,35,Non-US,>50K,0,0
32,Private,11,Married,Professional,Spouse,White,Female,24,US,>50K,0,0
25,Private,9,Single,Office-Service,Other,White,Male,30,US,<=50K,0,0
29,Government,10,Married,Office-Service,Spouse,White,Male,40,US,>50K,0,0
23,Private,9,Single,Office-Service,Other,White,Male,60,US,<=50K,0,0
41,Private,14,Married,Professional,Spouse,White,Male,55,US,>50K,0,0
48,Government,13,Married,Professional,Spouse,Black,Male,40,US,>50K,0,0
29,Private,9,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
27,,14,Single,,Other,Asian-Pac-Islander,Male,20,Non-US,<=50K,0,0
30,Private,7,Married,Skilled-Manual,Spouse,Asian-Pac-Islander,Male,40,Non-US,<=50K,-1651,1
45,Private,10,Previously-Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
50,Private,9,Previously-Married,Skilled-Manual,Child,White,Male,40,Non-US,<=50K,0,0
22,Private,9,Single,Skilled-Manual,Other,White,Male,50,US,<=50K,0,0
80,Government,9,Previously-Married,Office-Service,Other,Amer-Indian-Eskimo,Female,32,US,<=50K,0,0
30,Private,9,Married,Skilled-Manual,Spouse,White,Male,44,US,<=50K,0,0
29,Self-employed,9,Married,Office-Service,Spouse,White,Male,35,US,<=50K,0,0
56,Private,10,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
63,Private,13,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
38,Government,9,Married,Office-Service,Spouse,Black,Female,40,US,<=50K,0,0
21,Private,10,Single,Office-Service,Child,White,Male,35,US,<=50K,0,0
47,Private,6,Married,Skilled-Manual,Spouse,White,Male,46,US,>50K,0,0
25,Government,13,Single,Professional,Other,Asian-Pac-Islander,Female,40,Non-US,<=50K,0,0
31,Private,10,Previously-Married,Office-Service,Other,Black,Female,38,US,<=50K,0,0
28,Private,9,Single,Professional,Other,White,Female,40,US,<=50K,0,0
38,Private,9,Married,Skilled-Manual,Spouse,White,Male,99,US,<=50K,0,0
30,Government,13,Married,Specialized,Spouse,White,Male,40,US,<=50K,0,0
39,Self-employed,9,Married,Professional,Spouse,White,Male,40,US,>50K,-1977,1
27,Private,13,Single,Professional,Other,White,Female,36,Non-US,<=50K,0,0
27,Self-employed,9,Single,Skilled-Manual,Other,White,Male,50,US,<=50K,-2258,1
43,Private,10,Married,Specialized,Spouse,Other,Male,32,US,<=50K,0,0
32,Government,13,Single,Professional,Other,White,Male,55,US,<=50K,0,0
20,Private,10,Single,Office-Service,Child,Asian-Pac-Islander,Male,30,Non-US,<=50K,0,0
21,Government,8,Single,Skilled-Manual,Other,Black,Female,20,US,<=50K,0,0
32,Private,11,Single,Professional,Other,White,Male,40,US,<=50K,0,0
37,Private,11,Previously-Married,Skilled-Manual,Other,Black,Male,48,US,<=50K,0,0
45,Private,9,Married,Skilled-Manual,Spouse,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
37,Self-employed,12,Married,Office-Service,Spouse,White,Male,40,US,>50K,-1887,1
54,,5,Previously-Married,,Other,White,Female,15,US,<=50K,0,0
24,Private,13,Single,Professional,Other,White,Male,25,US,<=50K,0,0
28,,7,Single,,Other,White,Male,30,US,<=50K,0,0
23,Private,10,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
40,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
71,Private,6,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
52,Self-employed,10,Single,Office-Service,Other,White,Male,5,US,<=50K,0,0
34,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,7688,1
38,Private,6,Previously-Married,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
43,Government,11,Single,Professional,Other,White,Female,40,US,>50K,13550,1
43,Private,7,Single,Skilled-Manual,Other,White,Male,42,US,<=50K,0,0
36,Government,10,Single,Professional,Other,Black,Male,40,US,>50K,13550,1
24,Government,10,Single,Office-Service,Child,White,Female,40,US,<=50K,0,0
29,,2,Single,,Child,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
55,Private,6,Married,Office-Service,Spouse,Black,Female,40,US,<=50K,0,0
51,Private,14,Married,Professional,Spouse,White,Male,60,US,>50K,-1902,1
43,Government,9,Previously-Married,Professional,Other,Amer-Indian-Eskimo,Female,40,US,<=50K,0,0
28,Private,9,Previously-Married,Specialized,Other,White,Male,40,US,<=50K,0,0
54,Private,12,Married,Office-Service,Spouse,White,Male,45,US,<=50K,0,0
47,Private,13,Married,Office-Service,Spouse,White,Male,55,US,>50K,0,0
47,Private,10,Married,Office-Service,Spouse,White,Male,57,US,>50K,0,0
38,Private,10,Single,Office-Service,Other,White,Female,35,US,<=50K,6497,1
60,Self-employed,3,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
19,Private,9,Single,Office-Service,Child,Amer-Indian-Eskimo,Female,25,US,<=50K,0,0
22,Private,10,Single,Office-Service,Child,Black,Female,25,US,<=50K,0,0
55,Government,14,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
44,Private,10,Previously-Married,Office-Service,Other,Black,Female,35,US,<=50K,0,0
53,Self-employed,2,Married,Professional,Spouse,White,Male,67,Non-US,>50K,7688,1
44,Government,14,Married,Professional,Spouse,White,Female,40,US,>50K,4386,1
28,Government,13,Single,Specialized,Other,White,Male,50,US,<=50K,0,0
30,Government,10,Single,Skilled-Manual,Other,Black,Female,40,US,<=50K,0,0
39,Government,9,Single,Professional,Child,Amer-Indian-Eskimo,Female,40,US,<=50K,0,0
43,Government,9,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
24,Private,13,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
27,Government,11,Single,Specialized,Other,White,Male,56,US,<=50K,0,0
64,Self-employed,3,Married,Skilled-Manual,Spouse,White,Male,70,Non-US,<=50K,0,0
41,Government,10,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
61,Private,9,Married,Professional,Spouse,White,Male,30,US,<=50K,0,0
27,Private,7,Previously-Married,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
49,Private,10,Previously-Married,Office-Service,Other,White,Female,32,US,<=50K,0,0
41,Private,13,Single,Professional,Other,White,Female,40,US,<=50K,-1876,1
36,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
44,Self-employed,13,Previously-Married,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
51,Private,13,Married,Office-Service,Spouse,White,Female,20,US,>50K,7688,1
40,Private,10,Previously-Married,Professional,Other,Black,Female,38,US,<=50K,0,0
54,Private,10,Married,Professional,Spouse,White,Female,40,US,<=50K,0,0
55,Self-employed,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
57,Private,11,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
29,Private,10,Previously-Married,Office-Service,Other,White,Female,30,Non-US,<=50K,0,0
51,Private,9,Previously-Married,Office-Service,Other,White,Female,43,US,<=50K,0,0
44,Private,9,Previously-Married,Office-Service,Other,White,Male,37,US,<=50K,0,0
35,Government,11,Married,Specialized,Spouse,White,Male,42,US,<=50K,0,0
46,Private,4,Previously-Married,Office-Service,Other,White,Female,32,US,<=50K,0,0
25,Private,10,Married,Skilled-Manual,Spouse,White,Male,60,US,>50K,0,0
33,Private,13,Single,Professional,Other,White,Male,36,US,<=50K,-1408,1
32,Private,10,Single,Skilled-Manual,Other,White,Female,40,Non-US,<=50K,-2205,1
39,Private,10,Married,Office-Service,Spouse,Asian-Pac-Islander,Female,40,Non-US,<=50K,0,0
18,Self-employed,9,Single,Skilled-Manual,Child,Asian-Pac-Islander,Male,40,US,<=50K,0,0
43,Private,9,Previously-Married,Office-Service,Other,Black,Female,45,US,<=50K,0,0
46,Private,9,Single,Professional,Other,White,Male,40,US,<=50K,0,0
63,Private,10,Married,Office-Service,Spouse,White,Male,48,US,>50K,7298,1
40,,10,Married,,Spouse,White,Male,8,US,<=50K,0,0
59,Private,13,Married,Professional,Spouse,White,Male,60,US,>50K,0,0
23,Private,9,Single,Office-Service,Child,White,Male,35,US,<=50K,0,0
64,,9,Married,,Spouse,White,Male,10,US,<=50K,0,0
36,Private,11,Married,Office-Service,Spouse,White,Male,60,US,<=50K,0,0
48,Private,9,Previously-Married,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
43,Private,10,Married,Professional,Spouse,White,Female,40,US,>50K,0,0
18,Private,6,Single,Office-Service,Child,White,Female,30,US,<=50K,0,0
17,Private,7,Single,Skilled-Manual,Child,White,Male,16,US,<=50K,0,0
36,Private,15,Married,Professional,Spouse,White,Male,50,Non-US,<=50K,0,0
36,Government,10,Previously-Married,Professional,Other,White,Female,39,US,<=50K,0,0
22,Private,13,Single,Office-Service,Other,White,Female,60,US,<=50K,0,0
39,Private,7,Previously-Married,Office-Service,Child,White,Male,40,US,<=50K,0,0
57,Private,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
30,Private,6,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
37,Private,15,Married,Professional,Spouse,White,Male,60,US,>50K,0,0
38,Private,9,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
34,Private,9,Single,Professional,Other,White,Female,35,US,<=50K,0,0
47,Government,9,Married,Office-Service,Other,Black,Female,40,Non-US,<=50K,0,0
28,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
25,Private,6,Single,Office-Service,Other,White,Male,24,Non-US,<=50K,0,0
25,Private,10,Single,Professional,Other,White,Female,60,US,<=50K,0,0
50,Private,14,Married,Professional,Spouse,White,Male,65,US,>50K,15024,1
43,Private,13,Married,Skilled-Manual,Spouse,White,Male,48,US,<=50K,0,0
27,Private,9,Single,Skilled-Manual,Other,White,Male,75,US,<=50K,-1876,1
44,Private,6,Single,Skilled-Manual,Other,White,Male,35,US,<=50K,0,0
19,Private,9,Single,Office-Service,Other,Black,Female,20,US,<=50K,0,0
53,Self-employed,10,Previously-Married,Professional,Other,White,Male,40,US,>50K,0,0
21,Private,9,Single,Specialized,Other,White,Male,40,US,<=50K,0,0
68,Private,9,Married,Skilled-Manual,Spouse,White,Male,12,US,<=50K,-419,1
31,Private,10,Married,Office-Service,Spouse,White,Male,57,US,<=50K,-2051,1
32,Private,13,Single,Professional,Other,White,Male,50,US,>50K,-2444,1
33,Private,14,Single,Office-Service,Child,White,Male,40,US,<=50K,0,0
49,,9,Single,,Other,Black,Male,40,US,<=50K,0,0
24,Private,7,Married,Skilled-Manual,Spouse,White,Male,65,US,<=50K,0,0
30,Private,9,Married,Office-Service,Spouse,White,Male,42,US,<=50K,0,0
18,Private,7,Single,Skilled-Manual,Other,Black,Male,40,US,<=50K,0,0
30,Government,10,Single,Office-Service,Other,White,Female,37,US,<=50K,0,0
52,Private,10,Married,Professional,Spouse,White,Male,40,US,<=50K,0,0
52,Private,9,Previously-Married,Office-Service,Other,White,Male,30,US,<=50K,0,0
23,Government,9,Single,Office-Service,Child,Black,Male,32,US,<=50K,0,0
23,Self-employed,6,Single,Skilled-Manual,Other,White,Male,60,US,<=50K,0,0
36,Private,9,Married,Skilled-Manual,Spouse,White,Male,48,US,<=50K,0,0
19,Private,7,Single,Skilled-Manual,Other,White,Male,25,US,<=50K,0,0
69,Private,9,Previously-Married,Skilled-Manual,Other,White,Female,8,US,<=50K,0,0
33,Private,9,Previously-Married,Professional,Other,White,Male,46,US,<=50K,0,0
40,Private,10,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
56,Private,10,Married,Skilled-Manual,Spouse,White,Male,60,Non-US,<=50K,0,0
29,Government,14,Married,Professional,Spouse,White,Male,40,US,<=50K,0,0
41,Private,10,Previously-Married,Office-Service,Other,White,Female,38,US,<=50K,0,0
22,Private,9,Married,Office-Service,Spouse,White,Male,45,US,<=50K,0,0
28,Private,4,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
31,Private,13,Married,Skilled-Manual,Spouse,White,Male,46,US,<=50K,0,0
35,Private,13,Single,Professional,Other,White,Female,40,US,<=50K,0,0
38,Private,10,Married,Skilled-Manual,Spouse,Black,Male,40,US,<=50K,0,0
27,Self-employed,10,Single,Office-Service,Other,Black,Male,40,US,<=50K,0,0
50,Private,9,Single,Office-Service,Child,White,Female,40,US,<=50K,0,0
56,Government,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
80,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,20,US,<=50K,0,0
38,Self-employed,10,Married,Skilled-Manual,Spouse,White,Female,15,US,<=50K,0,0
52,Government,9,Married,Specialized,Spouse,Black,Male,40,US,>50K,0,0
26,Government,13,Single,Professional,Child,Black,Male,38,Non-US,<=50K,0,0
43,Private,9,Previously-Married,Office-Service,Child,Asian-Pac-Islander,Female,40,Non-US,<=50K,0,0
45,Private,13,Single,Professional,Other,White,Female,42,US,<=50K,0,0
41,Self-employed,11,Married,Professional,Spouse,Black,Male,40,US,>50K,0,0
30,Private,12,Previously-Married,Office-Service,Other,White,Female,25,US,<=50K,0,0
24,Private,10,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,2407,1
43,Government,10,Previously-Married,Office-Service,Other,White,Female,20,US,<=50K,0,0
44,Private,13,Married,Professional,Spouse,White,Male,70,US,>50K,0,0
54,Private,9,Previously-Married,Skilled-Manual,Other,Black,Male,40,US,<=50K,0,0
23,Private,13,Single,Professional,Child,White,Female,40,US,>50K,-2258,1
33,Self-employed,9,Married,Office-Service,Spouse,White,Male,60,US,>50K,0,0
38,Private,10,Previously-Married,Professional,Other,White,Female,40,Non-US,<=50K,0,0
41,Self-employed,11,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
22,,8,Single,,Other,White,Male,48,US,<=50K,0,0
66,Self-employed,4,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
58,Self-employed,6,Married,Skilled-Manual,Spouse,White,Female,35,Non-US,>50K,-1977,1
60,Self-employed,14,Previously-Married,Professional,Other,White,Female,10,US,<=50K,0,0
24,Government,6,Single,Skilled-Manual,Other,Black,Male,65,Non-US,<=50K,0,0
61,Private,7,Previously-Married,Office-Service,Other,White,Female,36,US,<=50K,0,0
35,Government,13,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
19,Private,10,Single,Professional,Child,White,Female,40,US,<=50K,0,0
52,Private,9,Single,Office-Service,Other,Black,Female,40,US,<=50K,0,0
38,Self-employed,13,Married,Office-Service,Spouse,White,Male,50,US,>50K,7298,1
39,Self-employed,9,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
33,Self-employed,13,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
52,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
41,Private,9,Previously-Married,Skilled-Manual,Other,White,Female,44,Non-US,<=50K,0,0
37,Private,10,Married,Office-Service,Spouse,White,Male,55,US,<=50K,0,0
38,Government,13,Married,Professional,Spouse,White,Male,45,US,>50K,0,0
27,Private,10,Single,Professional,Other,White,Female,40,US,<=50K,0,0
38,Private,14,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
38,Self-employed,13,Married,Professional,Spouse,Asian-Pac-Islander,Male,60,US,>50K,3103,1
49,Self-employed,9,Married,Professional,Spouse,White,Male,30,US,>50K,0,0
38,Private,13,Single,Office-Service,Other,White,Male,45,Non-US,>50K,0,0
22,Private,9,Single,Skilled-Manual,Other,White,Male,55,US,<=50K,0,0
40,Government,12,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
20,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
34,Government,16,Single,Professional,Other,White,Female,99,US,<=50K,0,0
24,Private,14,Single,Office-Service,Other,White,Male,56,US,<=50K,0,0
58,Government,13,Previously-Married,Professional,Other,White,Male,40,US,>50K,4787,1
43,Private,9,Single,Skilled-Manual,Other,White,Male,45,US,<=50K,0,0
38,Private,9,Single,Professional,Child,White,Female,40,US,<=50K,0,0
18,Private,6,Single,Office-Service,Child,White,Female,20,US,<=50K,0,0
37,Private,9,Single,Skilled-Manual,Other,Amer-Indian-Eskimo,Male,48,US,>50K,27828,1
40,Private,4,Previously-Married,Office-Service,Other,White,Female,25,US,<=50K,0,0
50,Self-employed,13,Married,Professional,Spouse,Asian-Pac-Islander,Male,50,Non-US,>50K,7688,1
57,Private,9,Previously-Married,Office-Service,Other,Amer-Indian-Eskimo,Female,35,US,<=50K,0,0
